Brand,w/c.,value,Volume,Distribution
BAVARIA 250/300/330 can 6 pk,10/06/2018,40112,19432,86
BAVARIA 250/300/330 can 6 pk,17/06/2018,38934,18995,85
BAVARIA 250/300/330 can 6 pk,24/06/2018,36996,17919,83
BAVARIA 250/300/330 can 6 pk,01/07/2018,48376,23313,89
BAVARIA 250/300/330 can 6 pk,08/07/2018,43566,21008,86
BAVARIA 250/300/330 can 6 pk,15/07/2018,94522,60220,96
BAVARIA 250/300/330 can 6 pk,22/07/2018,43523,21180,89
BAVARIA 250/300/330 can 6 pk,29/07/2018,49366,23859,90
BAVARIA 250/300/330 can 6 pk,05/08/2018,45487,22410,84
BAVARIA 250/300/330 can 6 pk,12/08/2018,39455,19189,85
BAVARIA 250/300/330 can 6 pk,19/08/2018,30768,14908,82
BAVARIA 250/300/330 can 6 pk,26/08/2018,35291,17070,81
BAVARIA 250/300/330 can 6 pk,02/09/2018,33226,16040,83
BAVARIA 250/300/330 can 6 pk,09/09/2018,70267,44546,96
BAVARIA 250/300/330 can 6 pk,16/09/2018,37150,18050,87
BAVARIA 250/300/330 can 6 pk,23/09/2018,31871,15379,82
BAVARIA 250/300/330 can 6 pk,30/09/2018,28949,15054,80
BAVARIA 250/300/330 can 6 pk,07/10/2018,30444,14745,82
BAVARIA 250/300/330 can 6 pk,14/10/2018,35246,17074,84
BAVARIA 250/300/330 can 6 pk,21/10/2018,50629,32039,93
BAVARIA 250/300/330 can 6 pk,28/10/2018,31016,15006,84
BAVARIA 250/300/330 can 6 pk,04/11/2018,29713,14300,82
BAVARIA 250/300/330 can 6 pk,11/11/2018,31999,15434,83
BAVARIA 250/300/330 can 6 pk,18/11/2018,28225,13551,81
BAVARIA 250/300/330 can 6 pk,25/11/2018,70614,44889,95
BAVARIA 250/300/330 can 6 pk,02/12/2018,30367,14747,84
BAVARIA 250/300/330 can 6 pk,09/12/2018,31694,15496,82
BAVARIA 250/300/330 can 6 pk,16/12/2018,28830,14331,78
BAVARIA 250/300/330 can 6 pk,23/12/2018,35628,17303,85
BAVARIA 250/300/330 can 6 pk,30/12/2018,33202,16983,81
BAVARIA 250/300/330 can 6 pk,06/01/2019,30293,14898,81
BAVARIA 250/300/330 can 6 pk,13/01/2019,27099,13104,80
BAVARIA 250/300/330 can 6 pk,20/01/2019,96488,71078,94
BAVARIA 250/300/330 can 6 pk,27/01/2019,30691,15927,81
BAVARIA 250/300/330 can 6 pk,03/02/2019,29572,13981,82
BAVARIA 250/300/330 can 6 pk,10/02/2019,32048,15117,79
BAVARIA 250/300/330 can 6 pk,17/02/2019,35021,16743,82
BAVARIA 250/300/330 can 6 pk,24/02/2019,39449,18626,81
BAVARIA 250/300/330 can 6 pk,03/03/2019,116003,81618,96
BAVARIA 250/300/330 can 6 pk,10/03/2019,38327,21433,83
BAVARIA 250/300/330 can 6 pk,17/03/2019,32905,15725,85
BAVARIA 250/300/330 can 6 pk,24/03/2019,33661,16195,82
BAVARIA 250/300/330 can 6 pk,31/03/2019,31829,15040,81
BAVARIA 250/300/330 can 6 pk,07/04/2019,74000,46560,92
BAVARIA 250/300/330 can 6 pk,14/04/2019,31938,15129,82
BAVARIA 250/300/330 can 6 pk,21/04/2019,35105,16497,85
BAVARIA 250/300/330 can 6 pk,28/04/2019,38112,18941,85
BAVARIA 250/300/330 can 6 pk,05/05/2019,32783,15573,81
BAVARIA 250/300/330 can 6 pk,12/05/2019,34911,16834,83
BAVARIA 250/300/330 can 6 pk,19/05/2019,30314,14236,81
BAVARIA 250/300/330 can 6 pk,26/05/2019,94083,60376,93
BAVARIA 250/300/330 can 6 pk,02/06/2019,42091,19998,86
BAVARIA 250/300/330 can 6 pk,09/06/2019,92184,57282,96
BAVARIA 250/300/330 can 6 pk,16/06/2019,35829,17919,89
BAVARIA 250/300/330 can 6 pk,23/06/2019,41432,19176,89
BAVARIA 250/300/330 can 6 pk,30/06/2019,47525,22331,89
BAVARIA 250/300/330 can 6 pk,07/07/2019,85925,53401,92
BAVARIA 250/300/330 can 6 pk,14/07/2019,41732,19454,84
BAVARIA 250/300/330 can 6 pk,21/07/2019,41490,21760,85
BAVARIA 250/300/330 can 6 pk,28/07/2019,49878,25014,89
BAVARIA 250/300/330 can 6 pk,04/08/2019,147071,125645,96
BAVARIA 250/300/330 can 6 pk,11/08/2019,38690,18246,86
BAVARIA 250/300/330 can 6 pk,18/08/2019,38924,20206,84
BAVARIA 250/300/330 can 6 pk,25/08/2019,35302,17820,82
BAVARIA 250/300/330 can 6 pk,01/09/2019,40505,19919,85
BAVARIA 250/300/330 can 6 pk,08/09/2019,30744,14234,82
BAVARIA 250/300/330 can 6 pk,15/09/2019,30228,14349,79
BAVARIA 250/300/330 can 6 pk,22/09/2019,28249,12995,80
BAVARIA 250/300/330 can 6 pk,29/09/2019,65102,46095,89
BAVARIA 250/300/330 can 6 pk,06/10/2019,27817,13040,78
BAVARIA 250/300/330 can 6 pk,13/10/2019,28847,13266,81
BAVARIA 250/300/330 can 6 pk,20/10/2019,81138,56456,95
BAVARIA 250/300/330 can 6 pk,27/10/2019,36625,17575,83
BAVARIA 250/300/330 can 6 pk,03/11/2019,30069,14144,79
BAVARIA 250/300/330 can 6 pk,10/11/2019,91372,63865,94
BAVARIA 250/300/330 can 6 pk,17/11/2019,33645,15937,84
BAVARIA 250/300/330 can 6 pk,24/11/2019,28303,13644,77
BAVARIA 250/300/330 can 6 pk,01/12/2019,31071,14371,82
BAVARIA 250/300/330 can 6 pk,08/12/2019,29097,13595,80
BAVARIA 250/300/330 can 6 pk,15/12/2019,31862,14840,79
BAVARIA 250/300/330 can 6 pk,22/12/2019,31136,14430,76
BAVARIA 250/300/330 can 6 pk,29/12/2019,30498,14072,80
BAVARIA 250/300/330 can 6 pk,05/01/2020,29766,13130,77
BAVARIA 250/300/330 can 6 pk,12/01/2020,24156,10736,73
BAVARIA 250/300/330 can 6 pk,19/01/2020,26828,11898,78
BAVARIA 250/300/330 can 6 pk,26/01/2020,25432,12167,74
BAVARIA 250/300/330 can 6 pk,02/02/2020,28051,13044,79
BAVARIA 250/300/330 can 6 pk,09/02/2020,29317,13890,78
BAVARIA 250/300/330 can 6 pk,16/02/2020,34210,15921,74
BAVARIA 250/300/330 can 6 pk,23/02/2020,76947,47538,77
GROLSCH 250/300/330 can 6 pk,05/03/2017,39930,14612,93
GROLSCH 250/300/330 can 6 pk,12/03/2017,130447,66741,98
GROLSCH 250/300/330 can 6 pk,19/03/2017,48738,18323,95
GROLSCH 250/300/330 can 6 pk,26/03/2017,45060,16549,95
GROLSCH 250/300/330 can 6 pk,02/04/2017,53396,19475,95
GROLSCH 250/300/330 can 6 pk,09/04/2017,150579,67879,98
GROLSCH 250/300/330 can 6 pk,16/04/2017,54127,19846,96
GROLSCH 250/300/330 can 6 pk,23/04/2017,44987,16440,94
GROLSCH 250/300/330 can 6 pk,30/04/2017,60522,22265,96
GROLSCH 250/300/330 can 6 pk,07/05/2017,151902,72704,98
GROLSCH 250/300/330 can 6 pk,14/05/2017,50566,18675,96
GROLSCH 250/300/330 can 6 pk,21/05/2017,56731,20768,96
GROLSCH 250/300/330 can 6 pk,28/05/2017,253270,121165,99
GROLSCH 250/300/330 can 6 pk,04/06/2017,77711,28546,97
GROLSCH 250/300/330 can 6 pk,11/06/2017,61139,22667,96
GROLSCH 250/300/330 can 6 pk,18/06/2017,182278,87234,98
GROLSCH 250/300/330 can 6 pk,25/06/2017,69189,25303,97
GROLSCH 250/300/330 can 6 pk,02/07/2017,53613,19477,94
GROLSCH 250/300/330 can 6 pk,09/07/2017,195239,93698,99
GROLSCH 250/300/330 can 6 pk,16/07/2017,62493,22824,97
GROLSCH 250/300/330 can 6 pk,23/07/2017,179928,85711,98
GROLSCH 250/300/330 can 6 pk,30/07/2017,65057,24340,97
GROLSCH 250/300/330 can 6 pk,06/08/2017,70398,25954,97
GROLSCH 250/300/330 can 6 pk,13/08/2017,180225,92275,99
GROLSCH 250/300/330 can 6 pk,20/08/2017,56684,20836,96
GROLSCH 250/300/330 can 6 pk,27/08/2017,63455,23616,97
GROLSCH 250/300/330 can 6 pk,03/09/2017,60918,22513,97
GROLSCH 250/300/330 can 6 pk,10/09/2017,282663,196156,99
GROLSCH 250/300/330 can 6 pk,17/09/2017,41177,15403,94
GROLSCH 250/300/330 can 6 pk,24/09/2017,45970,16959,95
GROLSCH 250/300/330 can 6 pk,01/10/2017,133645,64699,98
GROLSCH 250/300/330 can 6 pk,08/10/2017,39352,14470,93
GROLSCH 250/300/330 can 6 pk,15/10/2017,144094,69797,98
GROLSCH 250/300/330 can 6 pk,22/10/2017,42798,16044,95
GROLSCH 250/300/330 can 6 pk,29/10/2017,45583,16830,95
GROLSCH 250/300/330 can 6 pk,05/11/2017,137631,66631,98
GROLSCH 250/300/330 can 6 pk,12/11/2017,37813,13941,93
GROLSCH 250/300/330 can 6 pk,19/11/2017,37777,13860,93
GROLSCH 250/300/330 can 6 pk,26/11/2017,126299,60545,98
GROLSCH 250/300/330 can 6 pk,03/12/2017,38680,14292,93
GROLSCH 250/300/330 can 6 pk,10/12/2017,39416,14351,92
GROLSCH 250/300/330 can 6 pk,17/12/2017,38535,13880,93
GROLSCH 250/300/330 can 6 pk,24/12/2017,123459,58824,98
GROLSCH 250/300/330 can 6 pk,31/12/2017,55681,21150,96
GROLSCH 250/300/330 can 6 pk,07/01/2018,92596,43969,98
GROLSCH 250/300/330 can 6 pk,14/01/2018,33441,12385,93
GROLSCH 250/300/330 can 6 pk,21/01/2018,38206,14919,92
GROLSCH 250/300/330 can 6 pk,28/01/2018,113398,53908,98
GROLSCH 250/300/330 can 6 pk,04/02/2018,44361,16957,94
GROLSCH 250/300/330 can 6 pk,11/02/2018,43815,16739,91
GROLSCH 250/300/330 can 6 pk,18/02/2018,40328,14523,92
GROLSCH 250/300/330 can 6 pk,25/02/2018,130115,61887,98
GROLSCH 250/300/330 can 6 pk,04/03/2018,35975,13137,93
GROLSCH 250/300/330 can 6 pk,11/03/2018,37963,13563,91
GROLSCH 250/300/330 can 6 pk,18/03/2018,144955,84962,98
GROLSCH 250/300/330 can 6 pk,25/03/2018,41072,15005,94
GROLSCH 250/300/330 can 6 pk,01/04/2018,47276,16973,94
GROLSCH 250/300/330 can 6 pk,08/04/2018,46001,16416,95
GROLSCH 250/300/330 can 6 pk,15/04/2018,152976,72054,99
GROLSCH 250/300/330 can 6 pk,22/04/2018,266545,176579,98
GROLSCH 250/300/330 can 6 pk,29/04/2018,59677,21968,96
GROLSCH 250/300/330 can 6 pk,06/05/2018,146895,69112,99
GROLSCH 250/300/330 can 6 pk,13/05/2018,281873,186974,99
GROLSCH 250/300/330 can 6 pk,20/05/2018,54795,19774,97
GROLSCH 250/300/330 can 6 pk,27/05/2018,175942,77196,99
GROLSCH 250/300/330 can 6 pk,03/06/2018,62134,22709,95
GROLSCH 250/300/330 can 6 pk,10/06/2018,57848,20881,94
GROLSCH 250/300/330 can 6 pk,17/06/2018,52957,18887,95
GROLSCH 250/300/330 can 6 pk,24/06/2018,154246,68257,98
GROLSCH 250/300/330 can 6 pk,01/07/2018,71774,26174,97
GROLSCH 250/300/330 can 6 pk,08/07/2018,67560,24231,97
GROLSCH 250/300/330 can 6 pk,15/07/2018,208266,98226,98
GROLSCH 250/300/330 can 6 pk,22/07/2018,70174,25887,97
GROLSCH 250/300/330 can 6 pk,29/07/2018,75805,27104,96
GROLSCH 250/300/330 can 6 pk,05/08/2018,197622,93088,98
GROLSCH 250/300/330 can 6 pk,12/08/2018,62800,23986,97
GROLSCH 250/300/330 can 6 pk,19/08/2018,53448,21893,94
GROLSCH 250/300/330 can 6 pk,26/08/2018,182897,107178,98
GROLSCH 250/300/330 can 6 pk,02/09/2018,49049,18022,95
GROLSCH 250/300/330 can 6 pk,09/09/2018,47527,16967,94
GROLSCH 250/300/330 can 6 pk,16/09/2018,118929,52676,98
GROLSCH 250/300/330 can 6 pk,23/09/2018,43452,15874,95
GROLSCH 250/300/330 can 6 pk,30/09/2018,37497,13371,94
GROLSCH 250/300/330 can 6 pk,07/10/2018,120835,56814,98
GROLSCH 250/300/330 can 6 pk,14/10/2018,42498,15155,95
GROLSCH 250/300/330 can 6 pk,21/10/2018,90843,42655,98
GROLSCH 250/300/330 can 6 pk,28/10/2018,38887,13937,94
GROLSCH 250/300/330 can 6 pk,04/11/2018,114705,53963,98
GROLSCH 250/300/330 can 6 pk,11/11/2018,39284,15353,94
GROLSCH 250/300/330 can 6 pk,18/11/2018,35174,12733,94
GROLSCH 250/300/330 can 6 pk,25/11/2018,126163,59448,98
GROLSCH 250/300/330 can 6 pk,02/12/2018,41452,14939,94
GROLSCH 250/300/330 can 6 pk,09/12/2018,39241,13993,93
GROLSCH 250/300/330 can 6 pk,16/12/2018,103774,48829,98
GROLSCH 250/300/330 can 6 pk,23/12/2018,47171,21936,96
GROLSCH 250/300/330 can 6 pk,30/12/2018,46249,18860,95
GROLSCH 250/300/330 can 6 pk,06/01/2019,42965,15686,94
GROLSCH 250/300/330 can 6 pk,13/01/2019,36489,13173,92
GROLSCH 250/300/330 can 6 pk,20/01/2019,33205,11825,92
GROLSCH 250/300/330 can 6 pk,27/01/2019,32197,11427,92
GROLSCH 250/300/330 can 6 pk,03/02/2019,157962,85019,98
GROLSCH 250/300/330 can 6 pk,10/02/2019,41520,14787,95
GROLSCH 250/300/330 can 6 pk,17/02/2019,71600,26077,96
GROLSCH 250/300/330 can 6 pk,24/02/2019,52341,19315,96
GROLSCH 250/300/330 can 6 pk,03/03/2019,48988,18503,94
GROLSCH 250/300/330 can 6 pk,10/03/2019,40276,14352,95
GROLSCH 250/300/330 can 6 pk,17/03/2019,125586,58753,98
GROLSCH 250/300/330 can 6 pk,24/03/2019,41104,14902,96
GROLSCH 250/300/330 can 6 pk,31/03/2019,41487,14999,95
GROLSCH 250/300/330 can 6 pk,07/04/2019,52489,18990,97
GROLSCH 250/300/330 can 6 pk,14/04/2019,49926,18129,96
GROLSCH 250/300/330 can 6 pk,21/04/2019,62132,22392,97
GROLSCH 250/300/330 can 6 pk,28/04/2019,63870,23324,97
GROLSCH 250/300/330 can 6 pk,05/05/2019,47306,17044,95
GROLSCH 250/300/330 can 6 pk,12/05/2019,227377,152262,98
GROLSCH 250/300/330 can 6 pk,19/05/2019,46386,16953,96
GROLSCH 250/300/330 can 6 pk,26/05/2019,59995,21590,97
GROLSCH 250/300/330 can 6 pk,02/06/2019,64258,23093,96
GROLSCH 250/300/330 can 6 pk,09/06/2019,110435,51851,98
GROLSCH 250/300/330 can 6 pk,16/06/2019,56891,21586,96
GROLSCH 250/300/330 can 6 pk,23/06/2019,67840,24554,97
GROLSCH 250/300/330 can 6 pk,30/06/2019,71497,25748,96
GROLSCH 250/300/330 can 6 pk,07/07/2019,244189,153488,99
GROLSCH 250/300/330 can 6 pk,14/07/2019,56377,20547,96
GROLSCH 250/300/330 can 6 pk,21/07/2019,62228,23511,95
GROLSCH 250/300/330 can 6 pk,28/07/2019,78565,28342,96
GROLSCH 250/300/330 can 6 pk,04/08/2019,254734,162400,98
GROLSCH 250/300/330 can 6 pk,11/08/2019,59832,22228,96
GROLSCH 250/300/330 can 6 pk,18/08/2019,47437,17272,95
GROLSCH 250/300/330 can 6 pk,25/08/2019,52975,19052,96
GROLSCH 250/300/330 can 6 pk,01/09/2019,58528,21036,95
GROLSCH 250/300/330 can 6 pk,08/09/2019,44135,16105,94
GROLSCH 250/300/330 can 6 pk,15/09/2019,41892,15529,93
GROLSCH 250/300/330 can 6 pk,22/09/2019,38268,13741,93
GROLSCH 250/300/330 can 6 pk,29/09/2019,131746,68025,98
GROLSCH 250/300/330 can 6 pk,06/10/2019,36054,13090,93
GROLSCH 250/300/330 can 6 pk,13/10/2019,34367,12363,92
GROLSCH 250/300/330 can 6 pk,20/10/2019,108000,50847,97
GROLSCH 250/300/330 can 6 pk,27/10/2019,38357,13919,94
GROLSCH 250/300/330 can 6 pk,03/11/2019,32438,11593,91
GROLSCH 250/300/330 can 6 pk,10/11/2019,102436,48231,98
GROLSCH 250/300/330 can 6 pk,17/11/2019,32059,11488,92
GROLSCH 250/300/330 can 6 pk,24/11/2019,71870,33712,98
GROLSCH 250/300/330 can 6 pk,01/12/2019,33701,12294,93
GROLSCH 250/300/330 can 6 pk,08/12/2019,33688,12112,94
GROLSCH 250/300/330 can 6 pk,15/12/2019,189644,128172,98
GROLSCH 250/300/330 can 6 pk,22/12/2019,36850,13401,94
GROLSCH 250/300/330 can 6 pk,29/12/2019,40953,14840,95
GROLSCH 250/300/330 can 6 pk,05/01/2020,40586,14609,95
GROLSCH 250/300/330 can 6 pk,12/01/2020,23392,8611,89
GROLSCH 250/300/330 can 6 pk,19/01/2020,31796,12135,90
GROLSCH 250/300/330 can 6 pk,26/01/2020,95871,42473,98
GROLSCH 250/300/330 can 6 pk,02/02/2020,30850,10621,91
GROLSCH 250/300/330 can 6 pk,09/02/2020,79519,35205,98
GROLSCH 250/300/330 can 6 pk,16/02/2020,32409,12343,91
GROLSCH 250/300/330 can 6 pk,23/02/2020,36576,13500,91
HEINEKEN 250/300/330 can 6 pk,05/03/2017,361298,175619,100
HEINEKEN 250/300/330 can 6 pk,12/03/2017,153733,56369,98
HEINEKEN 250/300/330 can 6 pk,19/03/2017,308079,164355,99
HEINEKEN 250/300/330 can 6 pk,26/03/2017,383495,188283,99
HEINEKEN 250/300/330 can 6 pk,02/04/2017,205095,71702,99
HEINEKEN 250/300/330 can 6 pk,09/04/2017,204482,73191,98
HEINEKEN 250/300/330 can 6 pk,16/04/2017,216656,77016,99
HEINEKEN 250/300/330 can 6 pk,23/04/2017,975285,635237,100
HEINEKEN 250/300/330 can 6 pk,30/04/2017,940514,609647,100
HEINEKEN 250/300/330 can 6 pk,07/05/2017,266198,96169,99
HEINEKEN 250/300/330 can 6 pk,14/05/2017,445090,212265,100
HEINEKEN 250/300/330 can 6 pk,21/05/2017,228283,82165,99
HEINEKEN 250/300/330 can 6 pk,28/05/2017,467475,167920,99
HEINEKEN 250/300/330 can 6 pk,04/06/2017,574009,281772,100
HEINEKEN 250/300/330 can 6 pk,11/06/2017,249081,100177,99
HEINEKEN 250/300/330 can 6 pk,18/06/2017,253834,96541,98
HEINEKEN 250/300/330 can 6 pk,25/06/2017,595224,300954,100
HEINEKEN 250/300/330 can 6 pk,02/07/2017,217350,83176,99
HEINEKEN 250/300/330 can 6 pk,09/07/2017,247405,94147,99
HEINEKEN 250/300/330 can 6 pk,16/07/2017,335439,158048,99
HEINEKEN 250/300/330 can 6 pk,23/07/2017,261678,98901,99
HEINEKEN 250/300/330 can 6 pk,30/07/2017,226332,86032,99
HEINEKEN 250/300/330 can 6 pk,06/08/2017,937515,501225,100
HEINEKEN 250/300/330 can 6 pk,13/08/2017,218501,83935,99
HEINEKEN 250/300/330 can 6 pk,20/08/2017,849103,543357,100
HEINEKEN 250/300/330 can 6 pk,27/08/2017,478550,241504,100
HEINEKEN 250/300/330 can 6 pk,03/09/2017,222546,84871,99
HEINEKEN 250/300/330 can 6 pk,10/09/2017,198137,74686,98
HEINEKEN 250/300/330 can 6 pk,17/09/2017,322803,163056,99
HEINEKEN 250/300/330 can 6 pk,24/09/2017,194692,73466,99
HEINEKEN 250/300/330 can 6 pk,01/10/2017,185613,70772,98
HEINEKEN 250/300/330 can 6 pk,08/10/2017,391970,198300,100
HEINEKEN 250/300/330 can 6 pk,15/10/2017,188819,69766,98
HEINEKEN 250/300/330 can 6 pk,22/10/2017,370546,182976,99
HEINEKEN 250/300/330 can 6 pk,29/10/2017,182482,68440,99
HEINEKEN 250/300/330 can 6 pk,05/11/2017,184771,68088,98
HEINEKEN 250/300/330 can 6 pk,12/11/2017,400129,199070,99
HEINEKEN 250/300/330 can 6 pk,19/11/2017,817608,535110,100
HEINEKEN 250/300/330 can 6 pk,26/11/2017,202641,77624,98
HEINEKEN 250/300/330 can 6 pk,03/12/2017,386017,193172,99
HEINEKEN 250/300/330 can 6 pk,10/12/2017,170998,63988,99
HEINEKEN 250/300/330 can 6 pk,17/12/2017,492626,319767,100
HEINEKEN 250/300/330 can 6 pk,24/12/2017,241715,92009,98
HEINEKEN 250/300/330 can 6 pk,31/12/2017,440330,216564,100
HEINEKEN 250/300/330 can 6 pk,07/01/2018,143898,52561,98
HEINEKEN 250/300/330 can 6 pk,14/01/2018,309887,145836,99
HEINEKEN 250/300/330 can 6 pk,21/01/2018,172010,60570,98
HEINEKEN 250/300/330 can 6 pk,28/01/2018,178674,63437,98
HEINEKEN 250/300/330 can 6 pk,04/02/2018,512735,246211,100
HEINEKEN 250/300/330 can 6 pk,11/02/2018,200261,69251,99
HEINEKEN 250/300/330 can 6 pk,18/02/2018,172348,60871,98
HEINEKEN 250/300/330 can 6 pk,25/02/2018,180241,63675,98
HEINEKEN 250/300/330 can 6 pk,04/03/2018,373231,176823,99
HEINEKEN 250/300/330 can 6 pk,11/03/2018,171322,61370,98
HEINEKEN 250/300/330 can 6 pk,18/03/2018,165013,58828,97
HEINEKEN 250/300/330 can 6 pk,25/03/2018,364700,172073,99
HEINEKEN 250/300/330 can 6 pk,01/04/2018,199972,71290,99
HEINEKEN 250/300/330 can 6 pk,08/04/2018,323475,140064,99
HEINEKEN 250/300/330 can 6 pk,15/04/2018,193444,68985,99
HEINEKEN 250/300/330 can 6 pk,22/04/2018,267055,93769,99
HEINEKEN 250/300/330 can 6 pk,29/04/2018,1364270,891474,100
HEINEKEN 250/300/330 can 6 pk,06/05/2018,267984,98373,99
HEINEKEN 250/300/330 can 6 pk,13/05/2018,286078,102222,99
HEINEKEN 250/300/330 can 6 pk,20/05/2018,374943,165632,100
HEINEKEN 250/300/330 can 6 pk,27/05/2018,320708,118034,99
HEINEKEN 250/300/330 can 6 pk,03/06/2018,1662887,1194685,100
HEINEKEN 250/300/330 can 6 pk,10/06/2018,246787,92641,99
HEINEKEN 250/300/330 can 6 pk,17/06/2018,461076,216917,99
HEINEKEN 250/300/330 can 6 pk,24/06/2018,235085,84792,98
HEINEKEN 250/300/330 can 6 pk,01/07/2018,324881,115450,99
HEINEKEN 250/300/330 can 6 pk,08/07/2018,677320,368121,99
HEINEKEN 250/300/330 can 6 pk,15/07/2018,302374,107192,98
HEINEKEN 250/300/330 can 6 pk,22/07/2018,573513,252651,99
HEINEKEN 250/300/330 can 6 pk,29/07/2018,387148,134066,99
HEINEKEN 250/300/330 can 6 pk,05/08/2018,391935,135751,99
HEINEKEN 250/300/330 can 6 pk,12/08/2018,550458,256242,100
HEINEKEN 250/300/330 can 6 pk,19/08/2018,991634,641438,100
HEINEKEN 250/300/330 can 6 pk,26/08/2018,261761,93044,99
HEINEKEN 250/300/330 can 6 pk,02/09/2018,532103,287100,100
HEINEKEN 250/300/330 can 6 pk,09/09/2018,197968,70047,99
HEINEKEN 250/300/330 can 6 pk,16/09/2018,380840,165315,99
HEINEKEN 250/300/330 can 6 pk,23/09/2018,382081,164390,100
HEINEKEN 250/300/330 can 6 pk,30/09/2018,594143,346899,99
HEINEKEN 250/300/330 can 6 pk,07/10/2018,209310,73306,99
HEINEKEN 250/300/330 can 6 pk,14/10/2018,391492,171356,99
HEINEKEN 250/300/330 can 6 pk,21/10/2018,589520,341007,100
HEINEKEN 250/300/330 can 6 pk,28/10/2018,227020,78800,99
HEINEKEN 250/300/330 can 6 pk,04/11/2018,182578,63097,97
HEINEKEN 250/300/330 can 6 pk,11/11/2018,362495,169431,100
HEINEKEN 250/300/330 can 6 pk,18/11/2018,174943,62101,98
HEINEKEN 250/300/330 can 6 pk,25/11/2018,180322,63285,97
HEINEKEN 250/300/330 can 6 pk,02/12/2018,194128,67984,97
HEINEKEN 250/300/330 can 6 pk,09/12/2018,400024,187437,100
HEINEKEN 250/300/330 can 6 pk,16/12/2018,172987,59865,97
HEINEKEN 250/300/330 can 6 pk,23/12/2018,229984,81436,98
HEINEKEN 250/300/330 can 6 pk,30/12/2018,345723,150815,100
HEINEKEN 250/300/330 can 6 pk,06/01/2019,274920,114417,99
HEINEKEN 250/300/330 can 6 pk,13/01/2019,161456,57080,97
HEINEKEN 250/300/330 can 6 pk,20/01/2019,172896,56794,95
HEINEKEN 250/300/330 can 6 pk,27/01/2019,455760,227540,100
HEINEKEN 250/300/330 can 6 pk,03/02/2019,181845,58571,99
HEINEKEN 250/300/330 can 6 pk,10/02/2019,178253,57652,98
HEINEKEN 250/300/330 can 6 pk,17/02/2019,352695,155355,99
HEINEKEN 250/300/330 can 6 pk,24/02/2019,191510,61513,98
HEINEKEN 250/300/330 can 6 pk,03/03/2019,208854,64744,99
HEINEKEN 250/300/330 can 6 pk,10/03/2019,362304,161252,100
HEINEKEN 250/300/330 can 6 pk,17/03/2019,183245,60309,98
HEINEKEN 250/300/330 can 6 pk,24/03/2019,190221,62176,98
HEINEKEN 250/300/330 can 6 pk,31/03/2019,524888,252250,99
HEINEKEN 250/300/330 can 6 pk,07/04/2019,220059,72369,98
HEINEKEN 250/300/330 can 6 pk,14/04/2019,224562,71215,97
HEINEKEN 250/300/330 can 6 pk,21/04/2019,288307,93581,98
HEINEKEN 250/300/330 can 6 pk,28/04/2019,1484687,930032,100
HEINEKEN 250/300/330 can 6 pk,05/05/2019,283109,103964,99
HEINEKEN 250/300/330 can 6 pk,12/05/2019,280878,89958,99
HEINEKEN 250/300/330 can 6 pk,19/05/2019,270760,86328,99
HEINEKEN 250/300/330 can 6 pk,26/05/2019,256487,84958,98
HEINEKEN 250/300/330 can 6 pk,02/06/2019,515760,222384,100
HEINEKEN 250/300/330 can 6 pk,09/06/2019,218770,72959,99
HEINEKEN 250/300/330 can 6 pk,16/06/2019,356682,173663,99
HEINEKEN 250/300/330 can 6 pk,23/06/2019,275894,92850,99
HEINEKEN 250/300/330 can 6 pk,30/06/2019,592075,263279,100
HEINEKEN 250/300/330 can 6 pk,07/07/2019,291972,99693,100
HEINEKEN 250/300/330 can 6 pk,14/07/2019,526508,265699,100
HEINEKEN 250/300/330 can 6 pk,21/07/2019,246632,81541,99
HEINEKEN 250/300/330 can 6 pk,28/07/2019,1075725,666111,100
HEINEKEN 250/300/330 can 6 pk,04/08/2019,367979,121329,99
HEINEKEN 250/300/330 can 6 pk,11/08/2019,263074,87075,99
HEINEKEN 250/300/330 can 6 pk,18/08/2019,585711,290350,100
HEINEKEN 250/300/330 can 6 pk,25/08/2019,260188,87081,99
HEINEKEN 250/300/330 can 6 pk,01/09/2019,1173217,758512,100
HEINEKEN 250/300/330 can 6 pk,08/09/2019,216406,74594,99
HEINEKEN 250/300/330 can 6 pk,15/09/2019,546924,272290,99
HEINEKEN 250/300/330 can 6 pk,22/09/2019,198046,65212,99
HEINEKEN 250/300/330 can 6 pk,29/09/2019,207323,68162,98
HEINEKEN 250/300/330 can 6 pk,06/10/2019,402902,178335,100
HEINEKEN 250/300/330 can 6 pk,13/10/2019,181739,61034,98
HEINEKEN 250/300/330 can 6 pk,20/10/2019,194764,63865,97
