Brand,w/c.,value,Volume,Distribution
GROLSCH 450/500 can 6 pk,06/05/2018,137061,82119,98
GROLSCH 450/500 can 6 pk,13/05/2018,179385,148614,98
GROLSCH 450/500 can 6 pk,20/05/2018,50393,24615,94
GROLSCH 450/500 can 6 pk,27/05/2018,132258,74078,98
GROLSCH 450/500 can 6 pk,03/06/2018,61838,30047,95
GROLSCH 450/500 can 6 pk,10/06/2018,52110,24099,93
GROLSCH 450/500 can 6 pk,17/06/2018,49901,23305,94
GROLSCH 450/500 can 6 pk,24/06/2018,102889,58110,97
GROLSCH 450/500 can 6 pk,01/07/2018,63005,29580,96
GROLSCH 450/500 can 6 pk,08/07/2018,58572,26757,95
GROLSCH 450/500 can 6 pk,15/07/2018,171518,103125,98
GROLSCH 450/500 can 6 pk,22/07/2018,61269,31050,97
GROLSCH 450/500 can 6 pk,29/07/2018,72000,35577,96
GROLSCH 450/500 can 6 pk,05/08/2018,155668,93474,98
GROLSCH 450/500 can 6 pk,12/08/2018,51337,24537,95
GROLSCH 450/500 can 6 pk,19/08/2018,46326,21837,93
GROLSCH 450/500 can 6 pk,26/08/2018,149033,111163,98
GROLSCH 450/500 can 6 pk,02/09/2018,44403,20811,95
GROLSCH 450/500 can 6 pk,09/09/2018,45372,20862,93
GROLSCH 450/500 can 6 pk,16/09/2018,53505,24432,94
GROLSCH 450/500 can 6 pk,23/09/2018,43191,19617,91
GROLSCH 450/500 can 6 pk,30/09/2018,42341,19275,93
GROLSCH 450/500 can 6 pk,07/10/2018,124340,74433,98
GROLSCH 450/500 can 6 pk,14/10/2018,46111,21018,93
GROLSCH 450/500 can 6 pk,21/10/2018,87978,52599,97
GROLSCH 450/500 can 6 pk,28/10/2018,46021,20979,94
GROLSCH 450/500 can 6 pk,04/11/2018,114879,68892,98
GROLSCH 450/500 can 6 pk,11/11/2018,42460,20439,93
GROLSCH 450/500 can 6 pk,18/11/2018,40929,18621,92
GROLSCH 450/500 can 6 pk,25/11/2018,125033,75078,98
GROLSCH 450/500 can 6 pk,02/12/2018,49048,22452,95
GROLSCH 450/500 can 6 pk,09/12/2018,41180,18705,94
GROLSCH 450/500 can 6 pk,16/12/2018,111195,66822,98
GROLSCH 450/500 can 6 pk,23/12/2018,42448,24855,94
GROLSCH 450/500 can 6 pk,30/12/2018,41782,21258,94
GROLSCH 450/500 can 6 pk,06/01/2019,45680,21088,94
GROLSCH 450/500 can 6 pk,13/01/2019,45136,21720,94
GROLSCH 450/500 can 6 pk,20/01/2019,39883,17160,93
GROLSCH 450/500 can 6 pk,27/01/2019,41787,19323,92
GROLSCH 450/500 can 6 pk,03/02/2019,151332,97842,99
GROLSCH 450/500 can 6 pk,10/02/2019,48047,21069,95
GROLSCH 450/500 can 6 pk,17/02/2019,43129,19464,95
GROLSCH 450/500 can 6 pk,24/02/2019,49568,22575,95
GROLSCH 450/500 can 6 pk,03/03/2019,45858,21285,93
GROLSCH 450/500 can 6 pk,10/03/2019,38895,17368,92
GROLSCH 450/500 can 6 pk,17/03/2019,131899,77643,98
GROLSCH 450/500 can 6 pk,24/03/2019,46592,20988,95
GROLSCH 450/500 can 6 pk,31/03/2019,41497,18657,93
GROLSCH 450/500 can 6 pk,07/04/2019,53588,24192,94
GROLSCH 450/500 can 6 pk,14/04/2019,50928,22875,95
GROLSCH 450/500 can 6 pk,21/04/2019,56687,26193,95
GROLSCH 450/500 can 6 pk,28/04/2019,56775,25953,95
GROLSCH 450/500 can 6 pk,05/05/2019,47492,21312,95
GROLSCH 450/500 can 6 pk,12/05/2019,166847,136422,98
GROLSCH 450/500 can 6 pk,19/05/2019,51499,23607,95
GROLSCH 450/500 can 6 pk,26/05/2019,57634,25854,95
GROLSCH 450/500 can 6 pk,02/06/2019,56743,25323,95
GROLSCH 450/500 can 6 pk,09/06/2019,101867,59181,98
GROLSCH 450/500 can 6 pk,16/06/2019,54308,25866,96
GROLSCH 450/500 can 6 pk,23/06/2019,61990,28419,97
GROLSCH 450/500 can 6 pk,30/06/2019,58406,26610,96
GROLSCH 450/500 can 6 pk,07/07/2019,153191,115116,99
GROLSCH 450/500 can 6 pk,14/07/2019,51613,23532,95
GROLSCH 450/500 can 6 pk,21/07/2019,51691,23775,95
GROLSCH 450/500 can 6 pk,28/07/2019,67594,32112,95
GROLSCH 450/500 can 6 pk,04/08/2019,168274,131385,98
GROLSCH 450/500 can 6 pk,11/08/2019,59167,27585,95
GROLSCH 450/500 can 6 pk,18/08/2019,43725,19773,94
GROLSCH 450/500 can 6 pk,25/08/2019,51026,22965,94
GROLSCH 450/500 can 6 pk,01/09/2019,49162,22023,95
GROLSCH 450/500 can 6 pk,08/09/2019,45421,20681,92
GROLSCH 450/500 can 6 pk,15/09/2019,42322,19368,93
GROLSCH 450/500 can 6 pk,22/09/2019,40925,18237,92
GROLSCH 450/500 can 6 pk,29/09/2019,124501,80088,98
GROLSCH 450/500 can 6 pk,06/10/2019,38183,17274,92
GROLSCH 450/500 can 6 pk,13/10/2019,39452,17754,92
GROLSCH 450/500 can 6 pk,20/10/2019,110121,64212,98
GROLSCH 450/500 can 6 pk,27/10/2019,41659,18717,94
GROLSCH 450/500 can 6 pk,03/11/2019,38259,17141,92
GROLSCH 450/500 can 6 pk,10/11/2019,95994,56145,98
GROLSCH 450/500 can 6 pk,17/11/2019,38011,17052,92
GROLSCH 450/500 can 6 pk,24/11/2019,80607,47121,97
GROLSCH 450/500 can 6 pk,01/12/2019,38399,17511,93
GROLSCH 450/500 can 6 pk,08/12/2019,38732,17418,92
GROLSCH 450/500 can 6 pk,15/12/2019,158520,131748,98
GROLSCH 450/500 can 6 pk,22/12/2019,36531,16764,93
GROLSCH 450/500 can 6 pk,29/12/2019,39037,17832,93
GROLSCH 450/500 can 6 pk,05/01/2020,38706,17661,92
GROLSCH 450/500 can 6 pk,12/01/2020,30584,14439,90
GROLSCH 450/500 can 6 pk,19/01/2020,37246,16464,91
GROLSCH 450/500 can 6 pk,26/01/2020,101835,57162,98
GROLSCH 450/500 can 6 pk,02/02/2020,36093,15504,91
GROLSCH 450/500 can 6 pk,09/02/2020,85082,47661,98
GROLSCH 450/500 can 6 pk,16/02/2020,37664,18300,93
GROLSCH 450/500 can 6 pk,23/02/2020,44382,20577,92
HEINEKEN 450/500 can 6 pk,05/03/2017,233365,137173,98
HEINEKEN 450/500 can 6 pk,12/03/2017,100494,45027,95
HEINEKEN 450/500 can 6 pk,19/03/2017,171010,110671,98
HEINEKEN 450/500 can 6 pk,26/03/2017,227738,133609,99
HEINEKEN 450/500 can 6 pk,02/04/2017,129084,59424,96
HEINEKEN 450/500 can 6 pk,09/04/2017,119076,52932,94
HEINEKEN 450/500 can 6 pk,16/04/2017,117620,52035,93
HEINEKEN 450/500 can 6 pk,23/04/2017,96475,43122,94
HEINEKEN 450/500 can 6 pk,30/04/2017,120481,53859,93
HEINEKEN 450/500 can 6 pk,07/05/2017,111353,48228,94
HEINEKEN 450/500 can 6 pk,14/05/2017,320227,188971,98
HEINEKEN 450/500 can 6 pk,21/05/2017,123949,55494,95
HEINEKEN 450/500 can 6 pk,28/05/2017,162442,71658,94
HEINEKEN 450/500 can 6 pk,04/06/2017,325512,191446,99
HEINEKEN 450/500 can 6 pk,11/06/2017,138517,66258,96
HEINEKEN 450/500 can 6 pk,18/06/2017,124505,55212,95
HEINEKEN 450/500 can 6 pk,25/06/2017,312842,183397,99
HEINEKEN 450/500 can 6 pk,02/07/2017,119061,53037,95
HEINEKEN 450/500 can 6 pk,09/07/2017,130281,57633,95
HEINEKEN 450/500 can 6 pk,16/07/2017,267147,146997,99
HEINEKEN 450/500 can 6 pk,23/07/2017,127677,56799,95
HEINEKEN 450/500 can 6 pk,30/07/2017,122336,54783,95
HEINEKEN 450/500 can 6 pk,06/08/2017,127536,57216,95
HEINEKEN 450/500 can 6 pk,13/08/2017,112780,50637,95
HEINEKEN 450/500 can 6 pk,20/08/2017,107045,48256,96
HEINEKEN 450/500 can 6 pk,27/08/2017,288115,171028,99
HEINEKEN 450/500 can 6 pk,03/09/2017,123831,55848,96
HEINEKEN 450/500 can 6 pk,10/09/2017,112476,50568,95
HEINEKEN 450/500 can 6 pk,17/09/2017,255240,151660,99
HEINEKEN 450/500 can 6 pk,24/09/2017,118219,53046,96
HEINEKEN 450/500 can 6 pk,01/10/2017,107781,48501,95
HEINEKEN 450/500 can 6 pk,08/10/2017,192181,113586,96
HEINEKEN 450/500 can 6 pk,15/10/2017,106100,47949,93
HEINEKEN 450/500 can 6 pk,22/10/2017,222559,131108,97
HEINEKEN 450/500 can 6 pk,29/10/2017,111912,48555,95
HEINEKEN 450/500 can 6 pk,05/11/2017,101965,43988,94
HEINEKEN 450/500 can 6 pk,12/11/2017,195361,111531,96
HEINEKEN 450/500 can 6 pk,19/11/2017,95922,41505,93
HEINEKEN 450/500 can 6 pk,26/11/2017,100260,43416,93
HEINEKEN 450/500 can 6 pk,03/12/2017,256618,147481,98
HEINEKEN 450/500 can 6 pk,10/12/2017,104297,45432,95
HEINEKEN 450/500 can 6 pk,17/12/2017,178876,102279,98
HEINEKEN 450/500 can 6 pk,24/12/2017,109744,47808,96
HEINEKEN 450/500 can 6 pk,31/12/2017,216278,121773,99
HEINEKEN 450/500 can 6 pk,07/01/2018,76863,34248,94
HEINEKEN 450/500 can 6 pk,14/01/2018,201366,115351,99
HEINEKEN 450/500 can 6 pk,21/01/2018,95075,42024,96
HEINEKEN 450/500 can 6 pk,28/01/2018,100506,43515,93
HEINEKEN 450/500 can 6 pk,04/02/2018,105781,46836,94
HEINEKEN 450/500 can 6 pk,11/02/2018,107308,45879,94
HEINEKEN 450/500 can 6 pk,18/02/2018,103991,43965,93
HEINEKEN 450/500 can 6 pk,25/02/2018,102193,43272,94
HEINEKEN 450/500 can 6 pk,04/03/2018,282486,158856,98
HEINEKEN 450/500 can 6 pk,11/03/2018,103493,45072,96
HEINEKEN 450/500 can 6 pk,18/03/2018,96332,41466,93
HEINEKEN 450/500 can 6 pk,25/03/2018,260599,148362,98
HEINEKEN 450/500 can 6 pk,01/04/2018,115738,49734,96
HEINEKEN 450/500 can 6 pk,08/04/2018,194234,102106,98
HEINEKEN 450/500 can 6 pk,15/04/2018,104050,44244,97
HEINEKEN 450/500 can 6 pk,22/04/2018,125857,52821,97
HEINEKEN 450/500 can 6 pk,29/04/2018,120378,51696,97
HEINEKEN 450/500 can 6 pk,06/05/2018,111790,47043,96
HEINEKEN 450/500 can 6 pk,13/05/2018,127963,54063,97
HEINEKEN 450/500 can 6 pk,20/05/2018,224287,117345,99
HEINEKEN 450/500 can 6 pk,27/05/2018,143148,62799,98
HEINEKEN 450/500 can 6 pk,03/06/2018,138076,58881,97
HEINEKEN 450/500 can 6 pk,10/06/2018,122899,52245,97
HEINEKEN 450/500 can 6 pk,17/06/2018,206297,115120,98
HEINEKEN 450/500 can 6 pk,24/06/2018,115951,49302,96
HEINEKEN 450/500 can 6 pk,01/07/2018,140870,59391,98
HEINEKEN 450/500 can 6 pk,08/07/2018,365049,235786,98
HEINEKEN 450/500 can 6 pk,15/07/2018,143751,61443,97
HEINEKEN 450/500 can 6 pk,22/07/2018,269095,140992,99
HEINEKEN 450/500 can 6 pk,29/07/2018,98016,41148,97
HEINEKEN 450/500 can 6 pk,05/08/2018,102255,42099,95
HEINEKEN 450/500 can 6 pk,12/08/2018,289583,159536,99
HEINEKEN 450/500 can 6 pk,19/08/2018,101211,40806,95
HEINEKEN 450/500 can 6 pk,26/08/2018,97160,39212,94
HEINEKEN 450/500 can 6 pk,02/09/2018,360452,224953,98
HEINEKEN 450/500 can 6 pk,09/09/2018,97243,39927,94
HEINEKEN 450/500 can 6 pk,16/09/2018,92938,38133,93
HEINEKEN 450/500 can 6 pk,23/09/2018,199378,100497,98
HEINEKEN 450/500 can 6 pk,30/09/2018,92784,39135,96
HEINEKEN 450/500 can 6 pk,07/10/2018,98533,41508,96
HEINEKEN 450/500 can 6 pk,14/10/2018,216630,113361,98
HEINEKEN 450/500 can 6 pk,21/10/2018,88643,53487,95
HEINEKEN 450/500 can 6 pk,28/10/2018,104819,44787,95
HEINEKEN 450/500 can 6 pk,04/11/2018,93006,39081,95
HEINEKEN 450/500 can 6 pk,11/11/2018,224885,125664,98
HEINEKEN 450/500 can 6 pk,18/11/2018,96332,40758,95
HEINEKEN 450/500 can 6 pk,25/11/2018,95876,40320,93
HEINEKEN 450/500 can 6 pk,02/12/2018,99473,42075,96
HEINEKEN 450/500 can 6 pk,09/12/2018,248493,139500,99
HEINEKEN 450/500 can 6 pk,16/12/2018,85652,38013,95
HEINEKEN 450/500 can 6 pk,23/12/2018,105533,46683,97
HEINEKEN 450/500 can 6 pk,30/12/2018,181791,99747,99
HEINEKEN 450/500 can 6 pk,06/01/2019,133647,68284,98
HEINEKEN 450/500 can 6 pk,13/01/2019,89944,39606,96
HEINEKEN 450/500 can 6 pk,20/01/2019,87764,36015,94
HEINEKEN 450/500 can 6 pk,27/01/2019,289353,181005,99
HEINEKEN 450/500 can 6 pk,03/02/2019,90950,37044,97
HEINEKEN 450/500 can 6 pk,10/02/2019,93600,37851,96
HEINEKEN 450/500 can 6 pk,17/02/2019,230685,132120,99
HEINEKEN 450/500 can 6 pk,24/02/2019,95997,39171,97
HEINEKEN 450/500 can 6 pk,03/03/2019,98434,39396,97
HEINEKEN 450/500 can 6 pk,10/03/2019,234319,134142,99
HEINEKEN 450/500 can 6 pk,17/03/2019,90556,36969,96
HEINEKEN 450/500 can 6 pk,24/03/2019,98294,39951,96
HEINEKEN 450/500 can 6 pk,31/03/2019,249346,149031,99
HEINEKEN 450/500 can 6 pk,07/04/2019,114377,48159,98
HEINEKEN 450/500 can 6 pk,14/04/2019,116113,48792,97
HEINEKEN 450/500 can 6 pk,21/04/2019,130406,54426,97
HEINEKEN 450/500 can 6 pk,28/04/2019,477469,376180,99
HEINEKEN 450/500 can 6 pk,05/05/2019,109880,48678,98
HEINEKEN 450/500 can 6 pk,12/05/2019,112579,47388,97
HEINEKEN 450/500 can 6 pk,19/05/2019,113278,46617,97
HEINEKEN 450/500 can 6 pk,26/05/2019,118569,49959,97
HEINEKEN 450/500 can 6 pk,02/06/2019,344481,192363,99
HEINEKEN 450/500 can 6 pk,09/06/2019,103360,43077,97
HEINEKEN 450/500 can 6 pk,16/06/2019,313728,194139,99
HEINEKEN 450/500 can 6 pk,23/06/2019,124904,52494,98
HEINEKEN 450/500 can 6 pk,30/06/2019,279795,155337,99
HEINEKEN 450/500 can 6 pk,07/07/2019,125628,53073,97
HEINEKEN 450/500 can 6 pk,14/07/2019,413927,271837,99
HEINEKEN 450/500 can 6 pk,21/07/2019,125256,53091,97
HEINEKEN 450/500 can 6 pk,28/07/2019,561066,440109,99
HEINEKEN 450/500 can 6 pk,04/08/2019,138299,58200,97
HEINEKEN 450/500 can 6 pk,11/08/2019,117829,49581,96
HEINEKEN 450/500 can 6 pk,18/08/2019,304600,189813,99
HEINEKEN 450/500 can 6 pk,25/08/2019,123807,52203,98
HEINEKEN 450/500 can 6 pk,01/09/2019,549337,443998,99
HEINEKEN 450/500 can 6 pk,08/09/2019,114060,49304,97
HEINEKEN 450/500 can 6 pk,15/09/2019,192428,118995,97
HEINEKEN 450/500 can 6 pk,22/09/2019,100684,42342,95
HEINEKEN 450/500 can 6 pk,29/09/2019,104556,43959,95
HEINEKEN 450/500 can 6 pk,06/10/2019,229097,126948,99
HEINEKEN 450/500 can 6 pk,13/10/2019,103265,43737,97
HEINEKEN 450/500 can 6 pk,20/10/2019,104311,43359,96
HEINEKEN 450/500 can 6 pk,27/10/2019,576565,469330,99
HEINEKEN 450/500 can 6 pk,03/11/2019,107452,49319,96
HEINEKEN 450/500 can 6 pk,10/11/2019,95406,40485,95
HEINEKEN 450/500 can 6 pk,17/11/2019,184409,102351,97
HEINEKEN 450/500 can 6 pk,24/11/2019,94904,39963,96
HEINEKEN 450/500 can 6 pk,01/12/2019,227373,126693,99
HEINEKEN 450/500 can 6 pk,08/12/2019,98342,41781,96
HEINEKEN 450/500 can 6 pk,15/12/2019,100972,42618,96
HEINEKEN 450/500 can 6 pk,22/12/2019,179315,99915,99
HEINEKEN 450/500 can 6 pk,29/12/2019,279871,199746,99
HEINEKEN 450/500 can 6 pk,05/01/2020,479974,386016,99
HEINEKEN 450/500 can 6 pk,12/01/2020,168885,93717,99
HEINEKEN 450/500 can 6 pk,19/01/2020,97491,41490,97
HEINEKEN 450/500 can 6 pk,26/01/2020,94034,39726,95
HEINEKEN 450/500 can 6 pk,02/02/2020,225188,125475,99
HEINEKEN 450/500 can 6 pk,09/02/2020,95677,40428,95
HEINEKEN 450/500 can 6 pk,16/02/2020,188303,109368,99
HEINEKEN 450/500 can 6 pk,23/02/2020,113485,47370,97
HERTOG JAN 450/500 can 6 pk,05/03/2017,17619,8247,52
HERTOG JAN 450/500 can 6 pk,12/03/2017,38515,25215,54
HERTOG JAN 450/500 can 6 pk,19/03/2017,18954,8919,51
HERTOG JAN 450/500 can 6 pk,26/03/2017,19017,8859,49
HERTOG JAN 450/500 can 6 pk,02/04/2017,21647,10077,50
HERTOG JAN 450/500 can 6 pk,09/04/2017,21822,10167,53
HERTOG JAN 450/500 can 6 pk,16/04/2017,83728,51579,96
HERTOG JAN 450/500 can 6 pk,23/04/2017,24609,12414,70
HERTOG JAN 450/500 can 6 pk,30/04/2017,26067,12198,59
HERTOG JAN 450/500 can 6 pk,07/05/2017,20382,9549,54
HERTOG JAN 450/500 can 6 pk,14/05/2017,20655,9642,53
HERTOG JAN 450/500 can 6 pk,21/05/2017,55755,34185,53
HERTOG JAN 450/500 can 6 pk,28/05/2017,30859,14469,52
HERTOG JAN 450/500 can 6 pk,04/06/2017,26057,12129,52
HERTOG JAN 450/500 can 6 pk,11/06/2017,53888,32652,54
HERTOG JAN 450/500 can 6 pk,18/06/2017,23397,11001,54
HERTOG JAN 450/500 can 6 pk,25/06/2017,24145,11235,56
HERTOG JAN 450/500 can 6 pk,02/07/2017,118800,72927,96
HERTOG JAN 450/500 can 6 pk,09/07/2017,27081,12837,66
HERTOG JAN 450/500 can 6 pk,16/07/2017,22439,10521,59
HERTOG JAN 450/500 can 6 pk,23/07/2017,24295,11259,55
HERTOG JAN 450/500 can 6 pk,30/07/2017,26265,12180,54
HERTOG JAN 450/500 can 6 pk,06/08/2017,29132,13482,52
HERTOG JAN 450/500 can 6 pk,13/08/2017,24071,11145,54
HERTOG JAN 450/500 can 6 pk,20/08/2017,51176,31194,56
HERTOG JAN 450/500 can 6 pk,27/08/2017,25141,11664,57
HERTOG JAN 450/500 can 6 pk,03/09/2017,88737,54138,90
HERTOG JAN 450/500 can 6 pk,10/09/2017,24844,11658,62
HERTOG JAN 450/500 can 6 pk,17/09/2017,20125,9357,56
HERTOG JAN 450/500 can 6 pk,24/09/2017,55943,34131,56
HERTOG JAN 450/500 can 6 pk,01/10/2017,19149,8943,53
HERTOG JAN 450/500 can 6 pk,08/10/2017,18739,8670,53
HERTOG JAN 450/500 can 6 pk,15/10/2017,20767,9612,53
HERTOG JAN 450/500 can 6 pk,22/10/2017,23551,10908,63
HERTOG JAN 450/500 can 6 pk,29/10/2017,66772,40668,66
HERTOG JAN 450/500 can 6 pk,05/11/2017,22797,10533,63
HERTOG JAN 450/500 can 6 pk,12/11/2017,21801,10089,64
HERTOG JAN 450/500 can 6 pk,19/11/2017,23954,11073,62
HERTOG JAN 450/500 can 6 pk,26/11/2017,22134,10224,63
HERTOG JAN 450/500 can 6 pk,03/12/2017,23220,10743,61
HERTOG JAN 450/500 can 6 pk,10/12/2017,61239,37341,65
HERTOG JAN 450/500 can 6 pk,17/12/2017,22168,10257,64
HERTOG JAN 450/500 can 6 pk,24/12/2017,88817,54228,84
HERTOG JAN 450/500 can 6 pk,31/12/2017,30046,14913,74
HERTOG JAN 450/500 can 6 pk,07/01/2018,16682,7737,60
HERTOG JAN 450/500 can 6 pk,14/01/2018,21157,9810,62
HERTOG JAN 450/500 can 6 pk,21/01/2018,82748,50517,93
HERTOG JAN 450/500 can 6 pk,28/01/2018,22329,10440,68
HERTOG JAN 450/500 can 6 pk,04/02/2018,28032,12975,62
HERTOG JAN 450/500 can 6 pk,11/02/2018,69589,42399,67
HERTOG JAN 450/500 can 6 pk,18/02/2018,28895,14412,63
HERTOG JAN 450/500 can 6 pk,25/02/2018,22933,10596,62
HERTOG JAN 450/500 can 6 pk,04/03/2018,23904,11052,62
HERTOG JAN 450/500 can 6 pk,11/03/2018,64031,39012,66
HERTOG JAN 450/500 can 6 pk,18/03/2018,24289,11304,62
HERTOG JAN 450/500 can 6 pk,25/03/2018,25192,10818,62
HERTOG JAN 450/500 can 6 pk,01/04/2018,70533,39954,68
HERTOG JAN 450/500 can 6 pk,08/04/2018,30063,13797,67
HERTOG JAN 450/500 can 6 pk,15/04/2018,36747,15795,92
HERTOG JAN 450/500 can 6 pk,22/04/2018,117851,66642,97
HERTOG JAN 450/500 can 6 pk,29/04/2018,48454,22404,95
HERTOG JAN 450/500 can 6 pk,06/05/2018,43045,19896,95
HERTOG JAN 450/500 can 6 pk,13/05/2018,116985,71265,98
HERTOG JAN 450/500 can 6 pk,20/05/2018,45384,20997,95
HERTOG JAN 450/500 can 6 pk,27/05/2018,53957,24935,94
HERTOG JAN 450/500 can 6 pk,03/06/2018,56325,26039,95
HERTOG JAN 450/500 can 6 pk,10/06/2018,90264,54792,97
HERTOG JAN 450/500 can 6 pk,17/06/2018,50771,23565,95
HERTOG JAN 450/500 can 6 pk,24/06/2018,50640,23412,94
HERTOG JAN 450/500 can 6 pk,01/07/2018,155323,88968,98
HERTOG JAN 450/500 can 6 pk,08/07/2018,58855,27279,95
HERTOG JAN 450/500 can 6 pk,15/07/2018,56841,26277,94
HERTOG JAN 450/500 can 6 pk,22/07/2018,58842,27201,96
HERTOG JAN 450/500 can 6 pk,29/07/2018,196219,119715,97
HERTOG JAN 450/500 can 6 pk,05/08/2018,58476,27183,95
HERTOG JAN 450/500 can 6 pk,12/08/2018,53925,24927,95
HERTOG JAN 450/500 can 6 pk,19/08/2018,150267,91563,98
HERTOG JAN 450/500 can 6 pk,26/08/2018,49703,23004,95
HERTOG JAN 450/500 can 6 pk,02/09/2018,45976,21252,94
HERTOG JAN 450/500 can 6 pk,09/09/2018,141782,86442,98
HERTOG JAN 450/500 can 6 pk,16/09/2018,50550,23457,93
HERTOG JAN 450/500 can 6 pk,23/09/2018,43806,20253,92
HERTOG JAN 450/500 can 6 pk,30/09/2018,129114,78585,98
HERTOG JAN 450/500 can 6 pk,07/10/2018,43452,20196,93
HERTOG JAN 450/500 can 6 pk,14/10/2018,47170,21807,93
HERTOG JAN 450/500 can 6 pk,21/10/2018,43201,19959,93
HERTOG JAN 450/500 can 6 pk,28/10/2018,71038,42927,95
HERTOG JAN 450/500 can 6 pk,04/11/2018,41805,19773,94
HERTOG JAN 450/500 can 6 pk,11/11/2018,44525,21024,95
HERTOG JAN 450/500 can 6 pk,18/11/2018,112055,69678,97
HERTOG JAN 450/500 can 6 pk,25/11/2018,44495,21069,94
HERTOG JAN 450/500 can 6 pk,02/12/2018,51204,24192,95
HERTOG JAN 450/500 can 6 pk,09/12/2018,48533,22932,96
HERTOG JAN 450/500 can 6 pk,16/12/2018,44170,20868,94
HERTOG JAN 450/500 can 6 pk,23/12/2018,123641,76767,98
HERTOG JAN 450/500 can 6 pk,30/12/2018,64561,35043,97
HERTOG JAN 450/500 can 6 pk,06/01/2019,54254,25683,95
HERTOG JAN 450/500 can 6 pk,13/01/2019,50103,23673,96
HERTOG JAN 450/500 can 6 pk,20/01/2019,123225,88020,97
HERTOG JAN 450/500 can 6 pk,27/01/2019,44610,21120,94
HERTOG JAN 450/500 can 6 pk,03/02/2019,48139,22269,95
HERTOG JAN 450/500 can 6 pk,10/02/2019,56554,26145,95
HERTOG JAN 450/500 can 6 pk,17/02/2019,54865,25395,95
HERTOG JAN 450/500 can 6 pk,24/02/2019,62242,28776,96
HERTOG JAN 450/500 can 6 pk,03/03/2019,148111,103314,97
HERTOG JAN 450/500 can 6 pk,10/03/2019,53551,27183,96
HERTOG JAN 450/500 can 6 pk,17/03/2019,48429,22410,96
HERTOG JAN 450/500 can 6 pk,24/03/2019,165496,107766,97
HERTOG JAN 450/500 can 6 pk,31/03/2019,52983,23853,94
HERTOG JAN 450/500 can 6 pk,07/04/2019,62371,27975,94
HERTOG JAN 450/500 can 6 pk,14/04/2019,59208,26556,95
HERTOG JAN 450/500 can 6 pk,21/04/2019,163501,110868,98
HERTOG JAN 450/500 can 6 pk,28/04/2019,77740,38358,97
HERTOG JAN 450/500 can 6 pk,05/05/2019,59851,26847,95
HERTOG JAN 450/500 can 6 pk,12/05/2019,59266,26193,95
HERTOG JAN 450/500 can 6 pk,19/05/2019,62720,27723,95
HERTOG JAN 450/500 can 6 pk,26/05/2019,75694,33435,96
HERTOG JAN 450/500 can 6 pk,02/06/2019,78770,34800,96
HERTOG JAN 450/500 can 6 pk,09/06/2019,161318,107673,98
HERTOG JAN 450/500 can 6 pk,16/06/2019,66473,32691,97
HERTOG JAN 450/500 can 6 pk,23/06/2019,145474,79566,97
HERTOG JAN 450/500 can 6 pk,30/06/2019,70328,31551,96
HERTOG JAN 450/500 can 6 pk,07/07/2019,72150,32358,95
HERTOG JAN 450/500 can 6 pk,14/07/2019,71405,32025,96
HERTOG JAN 450/500 can 6 pk,21/07/2019,194553,114726,97
HERTOG JAN 450/500 can 6 pk,28/07/2019,71948,32400,97
HERTOG JAN 450/500 can 6 pk,04/08/2019,72725,32604,95
HERTOG JAN 450/500 can 6 pk,11/08/2019,70596,31659,96
HERTOG JAN 450/500 can 6 pk,18/08/2019,64485,28917,96
HERTOG JAN 450/500 can 6 pk,25/08/2019,67756,30402,96
HERTOG JAN 450/500 can 6 pk,01/09/2019,71717,32172,95
HERTOG JAN 450/500 can 6 pk,08/09/2019,60476,27106,95
HERTOG JAN 450/500 can 6 pk,15/09/2019,55322,24834,95
HERTOG JAN 450/500 can 6 pk,22/09/2019,170315,112674,97
HERTOG JAN 450/500 can 6 pk,29/09/2019,60800,27285,94
HERTOG JAN 450/500 can 6 pk,06/10/2019,53291,23904,94
HERTOG JAN 450/500 can 6 pk,13/10/2019,153661,90609,98
HERTOG JAN 450/500 can 6 pk,20/10/2019,51570,23166,93
HERTOG JAN 450/500 can 6 pk,27/10/2019,56261,25227,94
HERTOG JAN 450/500 can 6 pk,03/11/2019,73420,42690,96
HERTOG JAN 450/500 can 6 pk,10/11/2019,53520,24063,94
HERTOG JAN 450/500 can 6 pk,17/11/2019,54684,24501,95
HERTOG JAN 450/500 can 6 pk,24/11/2019,74804,43506,96
HERTOG JAN 450/500 can 6 pk,01/12/2019,54820,24732,95
HERTOG JAN 450/500 can 6 pk,08/12/2019,146444,86307,98
HERTOG JAN 450/500 can 6 pk,15/12/2019,56321,25299,95
HERTOG JAN 450/500 can 6 pk,22/12/2019,55983,25101,96
HERTOG JAN 450/500 can 6 pk,29/12/2019,58067,26076,97
HERTOG JAN 450/500 can 6 pk,05/01/2020,56458,23880,96
HERTOG JAN 450/500 can 6 pk,12/01/2020,43302,18318,94
HERTOG JAN 450/500 can 6 pk,19/01/2020,124600,69276,97
HERTOG JAN 450/500 can 6 pk,26/01/2020,46991,21072,93
HERTOG JAN 450/500 can 6 pk,02/02/2020,50896,22815,93
HERTOG JAN 450/500 can 6 pk,09/02/2020,141891,83568,98
HERTOG JAN 450/500 can 6 pk,16/02/2020,51249,23154,95
HERTOG JAN 450/500 can 6 pk,23/02/2020,55214,24780,95
